"id","V","A","D","stdV","stdA","stdD","N"
"Nathans_Bylichka_33002_33056","2.8","3.4","2.6","0.4","0.49","0.49","5"
"Nathans_Bylichka_33069_33119","2.4","2.8","2.4","0.8","0.4","0.8","5"
"Nathans_Bylichka_33120_33144","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Nathans_Bylichka_33157_33183","1.8","3.0","2.8","0.4","0.0","0.4","5"
"Nathans_Bylichka_33184_33265","3.0","2.4","2.6","0.0","0.49","0.49","5"
"Nathans_Bylichka_33266_33288","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Nathans_Bylichka_33289_33317","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Nathans_Bylichka_33330_33387","3.25","3.0","3.0","0.43","0.71","0.0","4"
"Nathans_Bylichka_3338_3410","3.2","2.8","3.2","0.4","0.4","0.4","5"
"Nathans_Bylichka_33388_33487","2.4","3.2","2.8","0.49","0.4","0.4","5"
"Nathans_Bylichka_33488_33593","3.0","3.0","3.0","0.0","0.0","0.0","3"
"Nathans_Bylichka_33594_33762","2.8","3.8","3.4","0.75","0.4","0.49","5"
"Nathans_Bylichka_33763_33847","3.4","3.2","3.2","0.49","0.4","0.4","5"
"Nathans_Bylichka_33848_33936","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Nathans_Bylichka_33937_33967","3.0","2.6","3.0","0.0","0.49","0.0","5"
"Nathans_Bylichka_33980_34023","3.2","3.2","3.2","0.4","0.4","0.75","5"
"Nathans_Bylichka_34024_34073","3.0","3.4","2.8","0.63","0.49","0.75","5"
"Nathans_Bylichka_34086_34103","2.2","3.2","3.2","0.75","0.75","0.75","5"
"Nathans_Bylichka_34104_34133","3.2","3.2","3.2","0.4","0.4","0.4","5"
"Nathans_Bylichka_3411_3483","3.0","2.8","2.8","0.0","0.4","0.4","5"
"Nathans_Bylichka_34134_34162","3.0","3.2","3.4","0.0","0.4","0.49","5"
"Nathans_Bylichka_34163_34176","2.8","3.2","3.0","0.4","0.4","0.0","5"
"Nathans_Bylichka_34177_34186","3.0","2.8","3.0","0.0","0.4","0.63","5"
"Nathans_Bylichka_34187_34243","3.2","3.0","3.2","0.4","0.63","0.4","5"
"Nathans_Bylichka_34244_34263","3.4","3.2","3.2","0.49","0.4","0.75","5"
"Nathans_Bylichka_34276_34320","3.0","3.0","3.2","0.0","0.0","0.4","5"
"Nathans_Bylichka_34321_34327","2.6","3.2","2.8","0.49","0.4","0.75","5"
"Nathans_Bylichka_34328_34342","3.0","2.2","2.6","0.0","0.75","0.49","5"
"Nathans_Bylichka_34355_34373","3.2","3.2","2.8","0.4","0.4","0.4","5"
"Nathans_Bylichka_34374_34418","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Nathans_Bylichka_34419_34465","2.6","3.0","2.4","0.49","0.63","0.8","5"
"Nathans_Bylichka_34478_34524","3.0","2.8","3.0","0.0","0.4","0.0","5"
"Nathans_Bylichka_34525_34615","3.4","3.0","3.6","0.49","0.63","0.49","5"
"Nathans_Bylichka_34616_34696","3.0","2.6","3.2","0.0","0.49","0.4","5"
"Nathans_Bylichka_34697_34767","2.8","3.0","2.8","0.4","0.63","0.4","5"
"Nathans_Bylichka_34781_34867","2.25","3.75","2.75","0.83","0.43","0.43","4"
"Nathans_Bylichka_34868_34938","2.6","3.4","2.8","0.49","0.49","0.4","5"
"Nathans_Bylichka_34939_34999","3.2","3.2","3.4","0.4","0.4","0.49","5"
"Nathans_Bylichka_3496_3530","3.8","3.4","3.2","0.4","0.49","0.4","5"
"Nathans_Bylichka_35013_35093","2.2","3.2","3.0","0.4","0.4","0.89","5"
"Nathans_Bylichka_35094_35168","2.0","3.0","3.5","0.0","0.0","0.5","2"
"Nathans_Bylichka_35181_35191","3.4","3.2","3.0","0.49","0.4","0.63","5"
"Nathans_Bylichka_35181_35203","3.4","2.8","3.8","0.49","0.75","0.4","5"
"Nathans_Bylichka_35204_35346","3.4","2.8","3.2","0.49","0.75","0.4","5"
"Nathans_Bylichka_3531_3576","4.0","3.8","3.4","0.0","0.4","0.49","5"
"Nathans_Bylichka_35347_35451","3.8","3.8","2.6","0.75","0.75","0.49","5"
"Nathans_Bylichka_35452_35541","3.4","3.2","2.8","0.49","0.75","0.75","5"
"Nathans_Bylichka_35542_35577","3.0","3.2","2.8","0.0","0.4","0.4","5"
"Nathans_Bylichka_35578_35616","2.6","3.4","3.4","0.49","0.49","0.49","5"
"Nathans_Bylichka_35629_35693","3.0","3.25","3.0","0.0","0.83","0.71","4"
"Nathans_Bylichka_35676_35693","2.2","3.6","2.8","0.4","0.8","1.17","5"
"Nathans_Bylichka_35694_35718","2.8","3.0","2.8","0.4","0.0","0.4","5"
"Nathans_Bylichka_35719_35841","2.8","3.0","2.6","0.4","0.63","0.49","5"
"Nathans_Bylichka_3589_3596","3.2","4.0","3.4","0.4","0.0","0.49","5"
"Nathans_Bylichka_35906_35937","2.8","3.2","2.8","0.4","0.4","0.4","5"
"Nathans_Bylichka_35950_36013","2.4","2.8","2.8","0.49","0.4","0.4","5"
"Nathans_Bylichka_35950_36027","2.8","3.0","3.0","0.4","0.0","0.0","5"
"Nathans_Bylichka_3597_3635","3.2","3.6","2.2","0.4","0.49","0.4","5"
"Nathans_Bylichka_36028_36165","3.8","3.8","3.0","0.4","0.4","0.0","5"
"Nathans_Bylichka_36166_36285","3.0","3.2","3.2","0.0","0.75","0.4","5"
"Nathans_Bylichka_36298_36360","2.8","3.4","2.8","0.4","0.49","0.4","5"
"Nathans_Bylichka_3636_3713","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Nathans_Bylichka_36361_36438","3.2","3.6","2.8","0.4","0.49","0.4","5"
"Nathans_Bylichka_36439_36455","2.2","3.6","2.0","0.4","0.49","0.0","5"
"Nathans_Bylichka_36468_36478","3.2","2.8","3.4","0.4","1.33","0.49","5"
"Nathans_Bylichka_36468_36488","3.0","3.0","3.2","0.0","0.0","0.4","5"
"Nathans_Bylichka_36501_36569","2.4","2.6","2.2","0.49","0.49","0.75","5"
"Nathans_Bylichka_36570_36612","2.4","3.2","3.6","0.49","0.75","0.8","5"
"Nathans_Bylichka_36586_36605","3.0","3.0","3.2","0.0","0.0","0.4","5"
"Nathans_Bylichka_36613_36733","3.0","3.0","3.2","0.0","0.0","0.4","5"
"Nathans_Bylichka_36746_36762","1.83","3.0","2.17","0.69","0.58","0.69","6"
"Nathans_Bylichka_36763_36793","3.0","3.2","3.0","0.0","0.4","0.0","5"
"Nathans_Bylichka_36794_36914","3.4","3.2","3.2","0.49","0.4","0.4","5"
"Nathans_Bylichka_36928_36934","2.83","2.67","2.67","0.37","0.94","0.75","6"
"Nathans_Bylichka_36947_36982","3.5","3.5","3.0","0.5","0.5","0.0","2"
"Nathans_Bylichka_36983_37139","3.2","3.2","3.2","0.4","0.4","0.4","5"
"Nathans_Bylichka_3714_3798","3.8","3.6","3.6","0.75","0.8","0.8","5"
"Nathans_Bylichka_37140_37257","3.8","3.6","3.2","0.4","0.49","0.4","5"
"Nathans_Bylichka_37270_37303","3.2","3.0","3.4","0.4","0.63","0.49","5"
"Nathans_Bylichka_37304_37338","3.0","3.0","3.5","0.0","0.0","0.5","2"
"Nathans_Bylichka_37351_37366","3.0","3.0","3.2","0.0","0.0","0.4","5"
"Nathans_Bylichka_37351_37477","2.6","3.4","3.0","0.49","0.49","0.63","5"
"Nathans_Bylichka_37381_37477","2.0","3.8","3.2","0.0","0.4","0.75","5"
"Nathans_Bylichka_37490_37523","3.0","2.67","3.33","0.0","0.47","0.47","3"
"Nathans_Bylichka_37524_37677","2.8","3.0","3.2","0.4","1.1","0.4","5"
"Nathans_Bylichka_37690_37807","2.6","3.4","2.2","0.8","0.49","0.75","5"
"Nathans_Bylichka_37808_37815","3.4","3.8","3.2","0.49","0.4","0.75","5"
"Nathans_Bylichka_37816_37828","2.0","4.0","2.75","0.0","0.71","0.83","4"
"Nathans_Bylichka_37829_37841","2.33","3.5","3.5","0.47","0.76","0.76","6"
"Nathans_Bylichka_37842_37857","2.6","3.2","3.0","0.8","0.4","0.63","5"
"Nathans_Bylichka_37858_37892","2.67","3.67","3.33","0.75","0.47","0.75","6"
"Nathans_Bylichka_37905_37920","2.6","3.2","2.6","0.49","0.4","0.49","5"
"Nathans_Bylichka_37905_37965","3.0","3.2","3.2","0.0","0.4","0.4","5"
"Nathans_Bylichka_37929_37965","3.0","3.0","2.8","0.0","0.63","0.4","5"
"Nathans_Bylichka_37978_38046","2.2","3.8","3.4","0.75","0.75","1.02","5"
"Nathans_Bylichka_3799_3825","3.0","2.4","2.2","0.0","0.8","0.75","5"
"Nathans_Bylichka_38047_38053","2.4","3.6","3.4","0.49","0.49","1.02","5"
"Nathans_Bylichka_38054_38115","2.33","3.67","3.67","0.94","0.94","0.94","3"
"Nathans_Bylichka_38116_38135","2.6","3.0","2.8","0.49","0.0","0.4","5"
"Nathans_Bylichka_38136_38178","2.4","3.0","3.2","0.49","0.0","0.4","5"
"Nathans_Bylichka_38191_38199","3.0","3.2","3.0","0.63","0.4","0.63","5"
"Nathans_Bylichka_38200_38273","2.4","3.4","2.4","0.49","0.49","0.49","5"
"Nathans_Bylichka_3826_4024","4.0","3.6","3.0","0.63","0.49","0.0","5"
"Nathans_Bylichka_38274_38286","2.0","3.0","4.0","0.0","0.0","0.0","3"
"Nathans_Bylichka_38274_38339","1.8","4.2","4.0","0.75","0.75","0.63","5"
"Nathans_Bylichka_38298_38339","2.0","3.4","2.6","0.89","1.02","0.8","5"
"Nathans_Bylichka_38340_38419","3.2","3.0","3.2","0.4","0.63","0.4","5"
"Nathans_Bylichka_38420_38520","3.2","3.8","3.0","0.4","0.4","0.0","5"
"Nathans_Bylichka_38521_38574","3.0","3.0","3.33","0.0","0.0","0.47","3"
"Nathans_Bylichka_38575_38603","2.8","3.0","3.4","0.4","0.0","0.49","5"
"Nathans_Bylichka_38576_38603","3.0","3.2","3.2","0.63","0.4","0.75","5"
"Nathans_Bylichka_38604_38677","3.8","3.0","3.2","0.75","0.63","0.4","5"
"Nathans_Bylichka_38678_38741","3.0","3.4","3.0","0.0","0.49","0.0","5"
"Nathans_Bylichka_38742_38769","2.8","2.8","2.8","0.4","0.4","0.4","5"
"Nathans_Bylichka_38742_38816","2.67","3.33","2.67","0.47","0.47","0.47","3"
"Nathans_Bylichka_38817_38837","2.6","2.8","3.0","0.49","0.4","0.63","5"
"Nathans_Bylichka_38850_38857","3.0","2.6","2.8","0.0","0.49","0.4","5"
"Nathans_Bylichka_38850_38931","3.6","3.4","3.0","0.49","0.8","0.0","5"
"Nathans_Bylichka_38888_38931","3.2","3.0","3.2","0.4","0.0","0.4","5"
"Nathans_Bylichka_38932_38972","3.2","3.2","3.4","0.4","0.4","0.49","5"
"Nathans_Bylichka_38973_39013","2.4","3.6","2.8","0.49","0.49","0.75","5"
"Nathans_Bylichka_39014_39118","3.2","3.2","3.0","0.4","0.4","0.63","5"
"Nathans_Bylichka_39119_39199","2.8","3.0","3.2","0.4","0.63","0.4","5"
"Nathans_Bylichka_39157_39173","2.8","2.6","3.0","0.4","0.49","0.0","5"
"Nathans_Bylichka_39200_39222","3.0","2.75","3.25","0.71","0.43","0.43","4"
"Nathans_Bylichka_39223_39283","3.2","3.0","3.2","0.4","0.0","0.4","5"
"Nathans_Bylichka_39296_39387","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Nathans_Bylichka_39388_39462","3.0","3.2","2.6","0.0","0.98","0.49","5"
"Nathans_Bylichka_39463_39552","3.6","3.2","3.4","0.8","0.75","0.49","5"
"Nathans_Bylichka_39553_39613","3.0","3.0","3.0","0.63","0.0","0.63","5"
"Nathans_Bylichka_39564_39568","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Nathans_Bylichka_39614_39634","2.67","2.67","2.83","0.47","0.47","0.37","6"
"Nathans_Bylichka_39635_39726","3.0","3.33","2.67","0.0","0.47","0.47","3"
"Nathans_Bylichka_39715_39725","3.0","2.8","2.8","0.0","0.4","0.4","5"
"Nathans_Bylichka_39739_39761","3.0","3.0","3.2","0.0","0.0","0.4","5"
"Nathans_Bylichka_39762_39804","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Nathans_Bylichka_39817_39841","3.0","2.2","3.2","0.0","0.4","0.4","5"
"Nathans_Bylichka_39842_39910","3.4","2.8","3.0","0.49","0.4","0.0","5"
"Nathans_Bylichka_39911_40024","2.8","3.0","3.0","0.4","0.0","0.0","5"
"Nathans_Bylichka_40025_40116","1.25","3.0","1.5","0.43","1.22","0.5","4"
"Nathans_Bylichka_40117_40144","3.6","3.2","2.8","0.8","0.98","0.4","5"
"Nathans_Bylichka_40157_40312","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Nathans_Bylichka_4025_4054","4.0","3.8","3.4","0.0","0.4","0.49","5"
"Nathans_Bylichka_40313_40450","3.0","3.2","2.8","0.0","0.75","0.4","5"
"Nathans_Bylichka_40463_40516","3.2","3.2","3.2","0.4","0.4","0.4","5"
"Nathans_Bylichka_40517_40624","3.0","3.4","3.2","0.0","0.49","0.4","5"
"Nathans_Bylichka_4067_4175","1.8","3.2","2.8","0.4","0.75","0.4","5"
"Nathans_Bylichka_40722_40752","3.0","2.6","2.6","0.0","0.49","0.49","5"
"Nathans_Bylichka_40765_40775","3.0","2.67","3.0","0.0","0.47","0.0","3"
"Nathans_Bylichka_40776_40832","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Nathans_Bylichka_40833_40969","3.6","3.6","3.2","0.8","0.8","0.4","5"
"Nathans_Bylichka_40970_41004","2.8","3.4","3.4","0.4","0.49","0.49","5"
"Nathans_Bylichka_41005_41042","3.6","3.6","3.2","0.49","0.49","0.4","5"
"Nathans_Bylichka_41043_41103","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Nathans_Bylichka_41116_41202","3.0","3.2","3.0","0.0","0.4","0.0","5"
"Nathans_Bylichka_41116_41254","3.0","3.0","3.33","0.0","0.0","0.47","3"
"Nathans_Bylichka_41255_41281","3.6","3.6","2.8","0.49","0.49","0.4","5"
"Nathans_Bylichka_41255_41295","3.4","3.4","3.2","0.49","0.49","0.4","5"
"Nathans_Bylichka_41308_41324","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Nathans_Bylichka_41308_41365","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Nathans_Bylichka_41366_41433","3.4","3.8","3.2","0.8","0.75","0.4","5"
"Nathans_Bylichka_41434_41456","3.2","3.2","3.2","0.4","0.4","0.4","5"
"Nathans_Bylichka_41457_41497","3.8","3.8","3.0","0.75","0.75","0.0","5"
"Nathans_Bylichka_41457_41505","3.8","3.4","3.0","0.4","0.49","0.0","5"
"Nathans_Bylichka_41518_41558","3.6","4.2","3.0","0.49","0.4","0.0","5"
"Nathans_Bylichka_41559_41573","3.8","4.0","3.4","0.4","0.63","0.49","5"
"Nathans_Bylichka_41574_41637","3.4","2.4","3.2","0.49","0.8","0.4","5"
"Nathans_Bylichka_41638_41672","3.0","3.0","3.4","0.0","0.0","0.8","5"
"Nathans_Bylichka_41673_41727","2.2","3.4","3.0","0.75","0.8","0.0","5"
"Nathans_Bylichka_41728_41804","3.4","3.2","3.2","0.49","0.4","0.4","5"
"Nathans_Bylichka_4176_4277","3.0","2.8","3.0","0.0","0.4","0.0","5"
"Nathans_Bylichka_41805_41902","3.4","3.4","3.2","0.49","0.49","0.4","5"
"Nathans_Bylichka_41903_41945","3.2","3.0","3.0","0.4","0.0","0.63","5"
"Nathans_Bylichka_41958_41998","3.33","2.33","3.0","0.47","0.94","0.0","3"
"Nathans_Bylichka_41999_42062","3.0","3.2","2.6","0.0","0.4","0.49","5"
"Nathans_Bylichka_42063_42071","3.2","2.8","3.2","0.4","0.4","0.4","5"
"Nathans_Bylichka_42072_42102","2.4","3.2","2.2","0.49","0.4","0.4","5"
"Nathans_Bylichka_42103_42175","3.2","2.6","2.8","0.4","0.8","0.4","5"
"Nathans_Bylichka_42176_42333","3.4","2.8","3.2","0.49","0.75","0.4","5"
"Nathans_Bylichka_42346_42379","2.8","3.0","3.0","0.4","0.0","0.0","5"
"Nathans_Bylichka_42405_42437","3.2","3.0","3.2","0.75","0.63","0.4","5"
"Nathans_Bylichka_42438_42496","3.0","3.0","3.5","0.0","0.0","0.5","2"
"Nathans_Bylichka_42509_42578","3.0","2.67","3.0","0.0","0.47","0.0","3"
"Nathans_Bylichka_42509_42597","3.2","3.2","3.0","0.4","0.4","0.0","5"
"Nathans_Bylichka_42611_42659","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Nathans_Bylichka_42611_42668","3.5","3.0","3.5","0.5","0.0","0.5","2"
"Nathans_Bylichka_42669_42704","4.2","3.4","3.0","0.4","0.8","0.0","5"
"Nathans_Bylichka_42717_42738","3.0","2.8","3.0","0.0","0.4","0.0","5"
"Nathans_Bylichka_42717_42764","3.0","3.0","3.5","0.0","0.0","0.5","2"
"Nathans_Bylichka_42765_42853","4.0","3.67","3.0","0.0","0.47","1.0","6"
"Nathans_Bylichka_4278_4483","3.33","3.67","3.0","0.47","0.47","0.0","3"
"Nathans_Bylichka_42854_42890","3.4","3.2","3.0","0.49","0.4","0.63","5"
"Nathans_Bylichka_42891_42959","3.25","3.0","3.0","0.43","0.71","0.0","4"
"Nathans_Bylichka_42960_43038","3.0","3.0","3.0","0.82","0.0","0.0","3"
"Nathans_Bylichka_43051_43082","3.2","3.4","3.0","0.4","0.49","0.0","5"
"Nathans_Bylichka_43051_43191","2.6","3.2","3.0","0.49","0.4","0.0","5"
"Nathans_Bylichka_43104_43191","2.2","3.2","3.2","0.4","0.4","0.4","5"
"Nathans_Bylichka_43192_43246","3.2","3.0","3.0","0.4","0.0","0.0","5"
"Nathans_Bylichka_43259_43294","3.0","3.0","3.2","0.0","0.0","0.4","5"
"Nathans_Bylichka_43259_43305","3.2","3.2","3.2","0.4","0.4","0.4","5"
"Nathans_Bylichka_43306_43336","3.0","3.0","3.4","0.0","0.0","0.49","5"
"Nathans_Bylichka_43349_43427","2.8","3.4","3.0","0.4","0.49","0.63","5"
"Nathans_Bylichka_43349_43456","2.6","2.8","2.6","0.49","0.4","0.8","5"
"Nathans_Bylichka_43469_43475","3.6","3.2","3.0","0.8","0.4","0.0","5"
"Nathans_Bylichka_43469_43488","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Nathans_Bylichka_43489_43548","3.2","2.8","2.6","0.4","0.4","0.49","5"
"Nathans_Bylichka_43561_43642","2.6","3.4","3.0","0.8","0.8","0.0","5"
"Nathans_Bylichka_43643_43700","2.8","3.0","3.2","0.4","0.0","0.4","5"
"Nathans_Bylichka_43713_43719","3.2","2.8","3.2","0.4","0.4","0.4","5"
"Nathans_Bylichka_43720_43744","3.0","2.4","3.0","0.0","0.8","0.0","5"
"Nathans_Bylichka_43745_43775","3.0","3.0","3.5","0.0","0.0","0.5","2"
"Nathans_Bylichka_43776_43832","2.5","2.75","3.25","0.5","0.43","0.43","4"
"Nathans_Bylichka_43845_43866","3.33","3.33","3.0","0.47","0.47","0.0","3"
"Nathans_Bylichka_43867_44025","3.0","3.2","3.0","0.0","0.4","0.0","5"
"Nathans_Bylichka_44026_44156","3.2","3.2","3.0","0.4","0.4","0.0","5"
"Nathans_Bylichka_44157_44260","3.2","3.2","3.0","0.4","0.4","0.0","5"
"Nathans_Bylichka_44243_44260","3.0","2.8","3.2","0.0","0.4","0.4","5"
"Nathans_Bylichka_44273_44282","2.5","2.5","2.5","0.5","0.5","0.5","2"
"Nathans_Bylichka_44283_44316","2.4","3.0","2.4","0.49","0.63","0.49","5"
"Nathans_Bylichka_44317_44334","4.2","4.0","3.0","0.4","0.0","0.0","5"
"Nathans_Bylichka_44347_44354","3.0","3.0","3.0","0.0","0.0","0.63","5"
"Nathans_Bylichka_44355_44398","2.4","3.0","3.0","0.49","0.63","0.63","5"
"Nathans_Bylichka_44399_44412","3.2","3.0","3.4","0.4","0.63","0.49","5"
"Nathans_Bylichka_44413_44468","2.8","3.4","3.0","0.4","0.49","0.0","5"
"Nathans_Bylichka_44469_44528","3.4","3.2","3.0","0.8","0.98","0.0","5"
"Nathans_Bylichka_44529_44546","3.0","2.2","2.2","0.0","0.75","0.75","5"
"Nathans_Bylichka_44547_44577","3.0","3.0","3.0","0.0","0.63","0.0","5"
"Nathans_Bylichka_44590_44632","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Nathans_Bylichka_44633_44672","3.0","2.8","3.0","0.0","0.4","0.0","5"
"Nathans_Bylichka_44673_44708","3.6","3.4","3.0","0.49","0.8","0.63","5"
"Nathans_Bylichka_44709_44803","2.0","3.67","3.0","0.82","0.47","0.0","3"
"Nathans_Bylichka_44804_44877","2.6","3.4","3.2","0.49","0.49","0.4","5"
"Nathans_Bylichka_44878_44914","2.4","3.4","2.4","0.8","0.49","0.49","5"
"Nathans_Bylichka_44915_45005","2.6","3.2","3.0","0.49","0.4","0.0","5"
"Nathans_Bylichka_4496_4691","3.4","3.4","3.2","0.49","0.49","0.4","5"
"Nathans_Bylichka_45006_45067","2.2","3.4","3.0","0.4","0.49","0.0","5"
"Nathans_Bylichka_45081_45166","2.8","3.0","3.2","0.4","0.0","0.4","5"
"Nathans_Bylichka_45167_45202","3.0","2.75","3.0","0.0","0.43","0.71","4"
"Nathans_Bylichka_45203_45345","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Nathans_Bylichka_45346_45398","2.6","3.4","3.0","0.49","0.49","0.63","5"
"Nathans_Bylichka_45399_45457","2.67","3.0","2.67","0.47","0.82","0.47","3"
"Nathans_Bylichka_45458_45545","2.6","4.0","3.2","0.49","0.0","1.17","5"
"Nathans_Bylichka_45546_45651","3.2","2.8","2.8","0.4","0.4","0.4","5"
"Nathans_Bylichka_45632_45651","2.6","3.4","2.4","0.49","0.49","0.8","5"
"Nathans_Bylichka_45652_45666","2.8","2.4","2.6","0.4","0.49","0.49","5"
"Nathans_Bylichka_45679_45827","1.67","3.67","2.67","0.47","0.94","0.47","3"
"Nathans_Bylichka_45828_45925","2.6","3.2","2.8","0.49","0.4","0.4","5"
"Nathans_Bylichka_45926_45965","2.4","3.4","2.8","0.8","0.49","0.98","5"
"Nathans_Bylichka_45979_46028","3.0","3.8","3.6","0.0","0.4","0.8","5"
"Nathans_Bylichka_46029_46050","2.8","3.4","3.0","0.4","0.49","0.63","5"
"Nathans_Bylichka_46051_46065","2.67","3.0","2.67","0.47","0.0","0.47","3"
"Nathans_Bylichka_46078_46158","3.0","2.8","2.8","0.0","0.4","0.4","5"
"Nathans_Bylichka_46159_46178","2.67","3.33","3.33","0.47","0.47","0.47","3"
"Nathans_Bylichka_46179_46193","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Nathans_Bylichka_46206_46272","2.8","3.6","3.0","0.4","0.49","0.63","5"
"Nathans_Bylichka_46273_46315","2.6","2.8","2.6","0.49","0.4","0.8","5"
"Nathans_Bylichka_46316_46372","3.0","3.0","3.2","0.0","0.0","0.4","5"
"Nathans_Bylichka_46373_46396","3.4","3.6","3.6","0.49","0.8","0.8","5"
"Nathans_Bylichka_46373_46457","2.6","3.6","3.0","0.49","0.8","0.63","5"
"Nathans_Bylichka_46407_46504","2.8","3.2","3.0","0.4","0.4","0.0","5"
"Nathans_Bylichka_46458_46504","2.4","2.6","2.6","0.49","0.49","0.49","5"
"Nathans_Bylichka_46505_46564","3.0","3.2","3.0","0.0","0.4","0.63","5"
"Nathans_Bylichka_46565_46602","2.8","3.0","2.8","0.4","0.63","0.4","5"
"Nathans_Bylichka_46603_46633","2.6","2.8","3.2","0.49","0.4","0.4","5"
"Nathans_Bylichka_46634_46690","3.0","3.4","3.0","0.0","0.49","0.63","5"
"Nathans_Bylichka_46691_46742","3.0","3.0","3.5","0.0","0.0","0.5","2"
"Nathans_Bylichka_46743_46776","3.2","3.4","2.6","0.4","0.49","0.49","5"
"Nathans_Bylichka_46789_46850","3.0","3.0","2.8","0.0","0.0","0.4","5"
"Nathans_Bylichka_46851_46908","3.2","3.0","3.2","0.4","0.63","0.4","5"
"Nathans_Bylichka_46909_46984","3.0","3.6","3.4","0.63","0.49","0.49","5"
"Nathans_Bylichka_4692_4821","2.6","3.2","2.8","0.8","0.4","0.4","5"
"Nathans_Bylichka_46985_47011","3.0","3.0","3.4","0.0","0.0","0.49","5"
"Nathans_Bylichka_47012_47058","3.0","3.0","3.2","0.0","0.63","0.4","5"
"Nathans_Bylichka_47071_47155","3.0","3.0","2.8","0.0","0.0","0.4","5"
"Nathans_Bylichka_47156_47247","2.8","3.0","2.8","0.4","0.0","0.4","5"
"Nathans_Bylichka_47248_47343","3.2","3.0","3.2","0.4","0.63","0.4","5"
"Nathans_Bylichka_47357_47372","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Nathans_Bylichka_47357_47386","3.0","2.6","3.0","0.0","0.8","0.0","5"
"Nathans_Bylichka_47387_47415","4.0","3.0","3.67","0.0","0.0","0.47","3"
"Nathans_Bylichka_47416_47486","3.2","3.0","2.8","0.4","0.63","0.4","5"
"Nathans_Bylichka_47487_47523","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Nathans_Bylichka_47487_47532","3.4","3.2","3.2","0.49","0.4","0.4","5"
"Nathans_Bylichka_47619_47652","3.4","2.6","3.4","0.49","1.02","0.49","5"
"Nathans_Bylichka_47619_47666","3.0","3.0","3.2","0.0","0.0","0.4","5"
"Nathans_Bylichka_47667_47735","2.0","2.5","3.0","1.0","0.5","0.0","2"
"Nathans_Bylichka_47736_47849","3.4","3.6","3.2","0.49","0.8","0.4","5"
"Nathans_Bylichka_47850_47915","3.0","3.33","3.0","0.0","0.47","0.0","6"
"Nathans_Bylichka_47928_47944","3.6","3.8","3.0","0.49","0.4","0.0","5"
"Nathans_Bylichka_47945_47973","3.0","3.0","3.2","0.0","0.0","0.4","5"
"Nathans_Bylichka_47986_48038","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Nathans_Bylichka_48039_48058","3.0","3.2","3.2","0.0","0.4","0.4","5"
"Nathans_Bylichka_48071_48082","3.0","2.6","2.8","0.0","0.8","0.4","5"
"Nathans_Bylichka_48083_48096","3.0","3.0","3.0","0.0","0.0","0.0","2"
"Nathans_Bylichka_48097_48178","2.8","3.2","3.4","0.4","0.4","0.49","5"
"Nathans_Bylichka_48179_48204","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Nathans_Bylichka_48217_48229","2.2","3.6","3.0","0.75","0.8","0.0","5"
"Nathans_Bylichka_4822_4905","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Nathans_Bylichka_48230_48268","3.0","2.6","3.0","0.0","0.49","0.0","5"
"Nathans_Bylichka_48269_48320","3.2","3.2","2.6","0.4","0.75","0.49","5"
"Nathans_Bylichka_48333_48384","2.4","3.0","2.2","0.49","0.63","0.75","5"
"Nathans_Bylichka_48385_48413","2.8","2.8","3.0","0.4","0.4","0.63","5"
"Nathans_Bylichka_48414_48482","2.6","2.8","3.0","0.49","0.4","0.63","5"
"Nathans_Bylichka_48495_48506","3.0","2.8","3.2","0.0","0.4","0.98","5"
"Nathans_Bylichka_48507_48540","3.0","2.6","3.0","0.0","0.49","0.0","5"
"Nathans_Bylichka_48541_48605","3.0","3.2","3.0","0.0","0.4","0.0","5"
"Nathans_Bylichka_48618_48673","3.0","3.0","3.2","0.0","0.0","0.4","5"
"Nathans_Bylichka_48674_48690","3.0","2.8","3.0","0.0","0.4","0.0","5"
"Nathans_Bylichka_48703_48772","3.0","3.0","3.0","0.0","0.0","0.0","5"
"Nathans_Bylichka_48785_48793","2.2","3.4","2.8","0.75","0.49","0.4","5"
"Nathans_Bylichka_48794_48837","2.4","2.8","2.6","0.49","0.4","0.49","5"
